content,wording,keyword_overlap,summary_lengths,vocab_size,Average_sentence_lengths_ratio,objectivity,Semantic_similarity,flesch_reading_ease,spell_errors
-1.07261303201737,-0.999628686402458,1,16,13,2.2857142857142856,0.756,0.9037008727231234,1.1455314009661837,0
-0.531756890103371,0.427287754405887,5,22,21,3.0,0.902,0.8933537850097916,0.8100647206445648,3
1.99023612991243,1.33775971354814,7,65,49,0.9848484848484849,0.879,0.8733407748407928,1.1157046625280678,13
0.670351243803345,1.55163281950375,9,56,42,1.1199999999999999,0.662,0.8511114117252031,1.085571517801374,0
1.3760827402301,2.38944309066188,10,67,47,1.34,0.901,0.8461708218228376,0.9588992767683895,5
-1.54716321678788,-1.46124482282529,9,34,28,1.7,0.739,0.8200069631020406,0.9153653966271079,2
0.205682506482641,0.380537638762288,5,29,25,0.9666666666666666,0.708,0.7702326730525303,1.2012804497189256,2
-0.376762983040429,0.547660629074304,4,39,31,1.8571428571428572,0.844,0.8949828867798688,1.2062198067632852,2
-1.51923089923094,-0.241395576814033,9,31,29,1.4090909090909092,0.849,0.8006598917055833,1.0916655659754326,1
0.0888824040334871,-0.594710121694779,2,22,20,1.0,0.948,0.7678656009285554,1.016114119667151,1
-0.210613934166593,-0.471414826967448,5,30,26,1.0,0.579,0.8386252177022283,1.0215490318550906,2
-1.20457384774869,-1.16978365920044,2,30,24,2.142857142857143,0.871,0.9426013338588292,1.2093900966183575,1
0.735203671612992,2.34657646611789,7,86,62,1.4333333333333333,0.895,0.8717446173225094,1.161756923619686,4
-1.54716321678788,-1.46124482282529,4,10,10,1.3636363636363638,0.845,0.781894226547473,1.0425307092854315,2
-0.819248357761036,-0.63104096568684,8,33,29,0.825,0.638,0.70804725836872,0.9291068082448469,0
0.0292421863172845,-0.929998980904307,6,35,27,0.875,0.654,0.8191584575484915,1.2012804497189256,1
-0.456955959104999,-0.0425161740436652,4,40,29,1.3636363636363638,0.865,0.8461543266165373,0.7765156518293489,3
-1.26421406546489,-1.50507251840997,8,15,13,1.5,0.659,0.6756604568581496,1.0527795128044972,0
-0.981264914141905,-1.54890021399466,12,36,24,1.2,0.456,0.7050698835268736,1.274672079950031,1
-0.0938138317174397,0.503832933489619,1,50,34,3.5714285714285716,0.898,0.9035962311461524,0.8442028985507247,1
0.638413354775127,-0.0025719695585915,7,68,45,1.8545454545454545,0.916,0.8747793368897627,0.8359529784704796,2
-1.54716321678788,-1.46124482282529,3,17,17,2.3181818181818183,1.0,0.8878138652910003,0.9865275392946771,3
-1.06559038269944,-0.202142312763057,5,21,19,2.1,1.0,0.730425299486514,1.060857294055389,4
3.34823182563613,3.51775345440415,15,130,88,1.625,0.66,0.7764252415329376,0.9840724547158026,2
-0.981264914141905,-1.54890021399466,0,24,20,3.4285714285714284,0.861,0.8112756936542085,1.2119565217391306,0
-1.03388248254018,-1.08670269956478,5,26,23,1.8571428571428572,0.86,0.8694574505971383,1.171044685990338,0
0.121127049056148,-0.711469635870183,15,78,54,1.3295454545454546,0.893,0.8428888072053251,0.8747853652093516,0
-0.0938138317174397,0.503832933489619,5,39,28,1.3295454545454546,0.927,0.8491064740661394,1.0875709945845993,5
0.205682506482641,0.380537638762288,3,32,21,1.5238095238095237,0.841,0.9008817488638108,1.3401268115942029,1
-0.511077210733313,-1.58911454908633,2,21,17,2.1,0.697,0.6870711942478909,0.5719862585883823,3
-0.0024657138419762,-0.04543859410258,10,34,29,1.1333333333333333,0.713,0.747729480701143,0.9740787008119924,0
0.297030624358104,-0.168733888829912,5,36,32,1.2,0.681,0.7893807155502733,1.179575265459088,8
-0.782641231376452,-0.245970008347742,2,19,18,1.3571428571428572,0.834,0.9004890463798205,0.9692028985507247,2
2.12498403462144,-0.467719658929636,30,214,129,1.3896103896103895,0.872,0.8874278786044931,1.0133403777572316,11
-0.0938138317174397,0.503832933489619,4,33,26,0.75,1.0,0.7617663325811542,1.1693303394531767,0
-0.157459620904918,-0.165811468770997,7,41,29,1.3666666666666667,0.484,0.726363670258737,1.184259837601499,2
-0.23226055190329,0.303992459678555,3,24,21,1.6363636363636365,0.829,0.7759325047397486,0.9060890239070136,3
-0.157459620904918,-0.165811468770997,5,38,34,1.2666666666666666,0.719,0.7724562534726029,1.0997813866333541,0
-0.810573548933394,-1.465819254359,5,25,22,2.5,0.513,0.8259002667703423,0.8942848219862586,0
-0.938528793193441,-1.3016186841059,7,20,17,2.0,0.524,0.6505728511964698,0.5560587133041848,0
-0.964717727264813,-1.6283678131373,3,23,18,3.1363636363636367,0.956,0.7714397382881166,0.4078721437062475,1
-0.125751720745657,-1.05037185557272,6,29,22,0.9666666666666666,0.507,0.7730530294461156,1.4227045596502184,1
-1.26421406546489,-1.50507251840997,4,19,16,2.7142857142857144,0.906,0.7743372468223702,0.9207427536231885,1
-0.0938138317174397,0.503832933489619,5,33,25,1.1,0.637,0.8039311738154082,1.1219550281074326,0
1.14000220234854,0.743617611785757,9,82,52,1.025,0.699,0.8647061508128617,1.1663023110555901,7
-0.750933331217191,-1.13053039514947,3,18,14,0.6,0.857,0.8704373124478182,1.358682073703935,0
-0.340385845524802,-1.50603358945067,11,25,24,2.5,0.634,0.7641290695154318,0.519206745783885,0
-1.26421406546489,-1.50507251840997,0,17,16,2.4285714285714284,0.893,0.914864014019034,0.8594504830917875,2
-0.58024196600868,-1.04744943551381,6,23,21,3.1363636363636367,1.0,0.798681864934949,0.595562012944129,2
-0.0621059315581789,-0.380727453312108,8,46,26,1.15,0.522,0.7664667950078314,1.4020924422236103,4
-1.26421406546489,-1.50507251840997,2,14,14,1.4,0.87,0.8450435309633123,1.2430763803139884,2
0.0888824040334871,-0.594710121694779,9,52,32,1.3,0.567,0.8771059905942031,1.2065896314803246,2
-0.39331016991752,0.627128228216951,2,22,20,1.1,0.825,0.8407346099104719,1.3146939495501853,4
0.0888824040334871,-0.594710121694779,12,30,26,1.5,0.45,0.7958182380983111,1.0,1
-0.0024657138419762,-0.04543859410258,8,63,46,4.5,0.934,0.9026582916142455,0.8161231884057972,1
1.99023612991243,1.33775971354814,19,134,78,1.3051948051948052,0.757,0.8530625987798308,1.1157046625280678,10
-0.901921666808857,-0.916547726766798,1,23,20,3.2857142857142856,1.0,0.9131391116710877,0.9719202898550725,0
-0.819248357761036,-0.63104096568684,2,29,25,0.9666666666666666,0.738,0.7561547112072875,0.8419737663960024,2
0.531367778754094,0.583991473066364,5,62,45,2.8181818181818183,0.782,0.8142314024228842,0.7654206841896712,2
0.626721468100833,0.369075488525254,5,80,54,1.3636363636363638,0.911,0.8719218397960918,1.1050059437326643,10
-0.301962052042057,0.0778567006247517,6,29,19,0.9666666666666666,0.534,0.819947414051433,1.169581511555278,0
-1.12523060041564,-0.537431171972585,2,32,24,4.363636363636364,0.727,0.5596092986102781,0.5910711927090213,1
-1.02285426175098,0.0451392171257043,2,29,19,1.3181818181818181,0.716,0.8530437323738984,0.877559107119271,0
0.467721989566616,-0.0856529291942516,3,74,51,2.642857142857143,0.947,0.9363935466330959,1.0208333333333335,1
-1.54716321678788,-1.46124482282529,2,28,21,4.0,0.934,0.83744089839646,1.0076992753623188,0
-1.26421406546489,-1.50507251840997,1,19,19,2.7142857142857144,0.822,0.9256270178526347,0.9207427536231885,1
0.825345150866286,1.67200569417217,8,44,38,1.4666666666666666,0.978,0.8833523653316976,1.2137943199858883,1
-0.365607841229535,-0.591787701635864,12,44,34,1.5,0.791,0.7776264815146092,0.9531105534275526,0
0.579979775681093,-0.212561584414596,16,73,46,1.2166666666666666,0.751,0.8150193655256777,1.1139912554653342,1
-1.34453396255115,0.176040925872716,4,22,19,1.1,0.719,0.8455527544620639,1.3276077451592752,0
-0.708197210268727,-0.883248865260707,15,46,37,0.7666666666666667,0.64,0.7907814426105894,1.143191755153029,1
-0.822578419475809,-0.284195239538939,1,25,24,3.5714285714285716,0.917,0.943317425817903,0.9515398550724639,0
0.471727561037891,0.248702613856837,9,60,40,1.1688311688311688,0.787,0.8049940368955739,1.1398758420287942,2
-1.54716321678788,-1.46124482282529,9,32,28,3.2,0.527,0.8069404486440118,0.6830106183635227,1
-1.26919628668938,0.474037870049486,2,18,17,0.9,0.919,0.820061180002196,1.3265126124536957,2
-0.564001535126031,0.544047268581291,5,36,33,1.8,0.815,0.8937832965059431,0.9684247662727112,0
0.750671140889605,-0.129480624778936,16,87,68,1.9772727272727273,0.988,0.9089562052583576,0.9154669132215032,5
1.67557907843018,2.26614779593455,8,113,71,1.2840909090909092,0.873,0.8640752447559327,1.018755778628979,3
-1.54716321678788,-1.46124482282529,4,17,14,2.3181818181818183,1.0,0.7772010064121473,0.6670188878615771,2
0.168225651366535,0.0376423655330801,4,52,34,1.8571428571428572,1.0,0.8957433797611244,1.120018115942029,1
-0.542785110892574,-0.704554162284602,1,50,38,3.5714285714285716,0.974,0.9186173966304078,1.2170893719806766,4
0.264472995467321,0.758002182081705,11,48,36,1.6,0.869,0.8430406040422497,0.933145175515964,1
0.328738524517365,-1.05329427563164,4,43,33,2.047619047619048,0.928,0.9105605092530187,1.2635869565217392,1
-1.09352270025638,-1.42199155877431,6,36,30,5.142857142857143,0.923,0.8887777584058534,0.6194142512077295,2
0.297030624358104,-0.168733888829912,7,40,34,1.9047619047619049,0.9,0.9328400282357848,1.2507548309178744,0
0.205682506482641,0.380537638762288,6,44,34,1.5714285714285714,0.925,0.8933467138845208,1.5031702898550725,0
-0.0938138317174397,0.503832933489619,4,41,32,1.9523809523809523,0.853,0.9422835402470943,1.2528683574879227,1
-0.0722844236158602,-1.55474505411249,36,110,81,1.5714285714285714,0.853,0.825938010924371,0.915858176045158,0
-0.0938138317174397,0.503832933489619,1,20,16,1.3636363636363638,0.882,0.7980912908889725,1.2748646149782064,4
0.388378742233568,-0.718005416422111,8,49,38,3.5,0.965,0.9237048438221978,1.015247584541063,1
-1.54716321678788,-1.46124482282529,3,21,19,1.5,1.0,0.8179463548033071,1.2783816425120775,0
-0.536299206438047,-0.674868661271524,0,19,17,2.590909090909091,0.896,0.6950654158859534,1.1680095099722627,7
3.80272207089915,3.51483103434524,22,292,169,1.3730407523510972,0.919,0.8897557174050079,0.878879936600185,4
-0.548304076980462,0.506755353548534,2,22,18,0.7333333333333333,0.6,0.7044343716094191,1.1901936289818862,0
-0.452950387633723,0.291839369007423,4,27,22,1.2272727272727273,0.88,0.9033653828020693,1.1537445515783913,3
-0.61194986616794,-0.162889048712082,3,23,21,1.5681818181818183,0.922,0.846460585236099,0.8927486461497822,2
0.205682506482641,0.380537638762288,6,36,30,1.2,0.833,0.861137060326091,1.0215205503616158,1
-0.921624696425702,-1.21361135478513,2,27,24,1.9285714285714286,0.945,0.9007009734418292,1.291062801932367,1
0.205682506482641,0.380537638762288,5,40,27,1.3333333333333335,0.628,0.8501838295793543,1.3322923173016863,3
-0.39331016991752,0.627128228216951,5,43,35,1.9545454545454548,0.936,0.8737287847131683,0.9844142121252147,0
-0.970236693352702,-0.417058297304168,2,15,14,0.75,0.919,0.8078673939677381,1.3265126124536957,2
-1.12523060041564,-0.537431171972585,6,19,17,0.95,0.921,0.7861790781106611,1.001234785676486,2
1.75038000942855,1.79634386748499,7,63,49,1.8,0.957,0.9510368287752097,1.1557971014492754,3
1.97368894303533,1.41722731269078,15,142,83,2.897959183673469,0.912,0.9598014291583477,1.0377415458937198,6
-0.328150986113429,-0.248892428406657,4,26,24,1.3,0.837,0.8394682478765879,1.3593226318574705,4
2.12921959496168,2.30540105998552,20,124,85,1.4090909090909092,0.804,0.8808563515909629,1.0902126535464274,6
0.440019660878631,1.13326300065856,5,38,32,1.2666666666666666,0.964,0.8471655065842938,0.8901040747927325,1
-0.810573548933394,-1.465819254359,3,26,17,2.6,0.582,0.8148909770135057,0.9736102435977513,1
-0.0938138317174397,0.503832933489619,5,28,25,1.4,1.0,0.8653106808778606,1.004762744752161,1
0.531367778754094,0.583991473066364,8,68,47,1.5454545454545456,0.773,0.8748805755371375,0.9356756042794876,3
-1.20457384774869,-1.16978365920044,2,19,14,1.2954545454545454,0.691,0.8546245113276667,0.9865275392946771,0
-0.526774668878883,-1.55182263405357,16,51,38,1.7,0.648,0.7736008314728037,0.8249531542785757,3
0.499429889725876,-0.970213315995978,13,54,44,3.857142857142857,0.909,0.947309870860938,0.9693538647342995,0
1.26480160386883,0.202885814371677,8,71,50,3.380952380952381,0.901,0.96653953960796,1.0996376811594204,0
-0.157459620904918,-0.165811468770997,4,40,31,1.4285714285714286,0.898,0.9487322176216276,1.3784722222222223,0
-0.39331016991752,0.627128228216951,4,19,15,0.95,0.833,0.8892702617644991,1.41312400776151,1
2.22056771283714,1.75612953239332,11,75,55,1.875,0.936,0.8659755038361688,1.0042335508908098,2
1.40779064038936,1.50488270386015,6,61,48,1.22,0.932,0.8732030676423669,1.4602222614217675,5
-0.0938138317174397,0.503832933489619,5,23,19,0.7666666666666667,0.702,0.8305828256030607,1.2952841973766396,0
-1.18487081813185,-0.872720031182113,6,20,18,2.7272727272727275,0.943,0.8161523213364024,0.6045436534143444,1
-0.974242264823977,-0.751413840355257,0,35,29,1.5909090909090908,0.907,0.7690942320794982,0.7121912561088364,3
-0.901921666808857,-0.916547726766798,6,34,28,4.857142857142857,0.879,0.9586493477020734,0.5683876811594203,3
-1.26421406546489,-1.50507251840997,2,21,17,3.0,0.802,0.9638712775226215,1.2886473429951693,0
-0.39331016991752,0.627128228216951,4,42,30,1.4318181818181819,0.817,0.7764129363987115,0.8949940562673361,3
-0.472653417250568,-0.0052242590109083,4,34,28,1.5454545454545456,1.0,0.8620528385254994,0.9490159820367191,4
-0.279895899077077,-1.21292041435103,3,32,24,2.2857142857142856,1.0,0.8609359649965149,1.237469806763285,1
-0.0938138317174397,0.503832933489619,6,44,34,6.0,0.766,0.8495541756689754,0.7380795139347511,6
1.95852822975316,2.22232010034986,8,55,41,1.1,0.906,0.854552162038643,1.1689892397248192,0
-1.07261303201737,-0.999628686402458,0,16,14,2.181818181818182,0.928,0.7776439679184626,1.015717870822877,1
0.0768775334910716,0.586913893125279,5,43,34,5.863636363636364,0.892,0.8278369520652278,0.6272619204860653,4
0.782609029917822,1.42472416428341,9,43,38,1.075,0.891,0.8413868144454242,1.2316105133180455,0
-1.29592196562415,-0.620512131608245,1,24,20,1.2,0.758,0.8510947483815354,1.274672079950031,0
1.58520761030792,0.501953392016199,15,125,81,2.976190476190476,0.878,0.9512102735751286,1.1194142512077296,4
1.05417305056096,0.0815796235448203,4,49,33,3.5,0.927,0.9459175270740251,1.0816727053140098,1
1.94260078273864,-0.179153160481451,12,91,57,1.3,0.621,0.8431716225977884,1.2287632729544034,2
-0.217099838621121,-0.501100327980525,7,51,40,3.642857142857143,0.881,0.9051171171486134,1.015247584541063,2
-1.54716321678788,-1.46124482282529,6,26,24,1.7727272727272727,1.0,0.8231432905723063,0.8346321489895655,1
-0.39331016991752,0.627128228216951,6,24,21,1.2,0.798,0.8616549082877658,1.1742811783383311,0
-1.54716321678788,-1.46124482282529,6,20,19,2.0,0.547,0.6972558371055249,0.9206745783885071,0
0.205682506482641,0.380537638762288,5,33,24,1.1,0.789,0.8428354469491594,0.9740787008119924,0
1.8582753141811,1.16760474075015,13,85,58,1.655844155844156,0.801,0.8723781772807292,0.9396380927222296,3
-0.974242264823977,-0.751413840355257,2,25,20,1.7857142857142858,0.919,0.7355996146426639,1.2891002415458939,1
-0.419499103988893,0.300379099185542,1,16,13,0.8,0.777,0.7655613232178605,1.001234785676486,1
-0.104305307643243,0.139791889425454,1,41,29,1.1714285714285713,0.911,0.8985300495775981,1.5061896135265702,0
-0.217099838621121,-0.501100327980525,13,45,30,1.5,0.556,0.8244739438383689,1.0733916302311053,2
0.0768775334910716,0.586913893125279,9,54,41,1.840909090909091,0.963,0.8845339033193294,0.872672038039889,1
-0.0621059315581789,-0.380727453312108,8,48,38,1.6363636363636365,0.897,0.6006064918796629,1.0714568749174482,4
1.60564758942245,-0.398753138983326,21,154,78,1.5097402597402598,0.732,0.8631835011266501,1.0388323867388722,3
-1.40817975173863,-0.4936034763879,5,18,15,0.8181818181818182,0.912,0.8675324342205186,0.9865275392946771,0
3.41187761482361,4.18739785666477,8,147,99,1.8375,0.641,0.8094381979606681,1.066989381636477,3
0.467721989566616,-0.0856529291942516,15,82,61,2.2363636363636363,0.861,0.8653502015951867,0.9544313829084666,7
1.9942417013837,1.67211525659922,11,123,87,1.6772727272727275,0.797,0.8808535017918755,0.8967111345925242,3
0.985008295285594,0.62324473711734,17,63,51,1.7181818181818183,0.748,0.8760765867539313,0.9977545898824464,2
-1.03388248254018,-1.08670269956478,8,20,19,2.0,0.573,0.7686980842566903,1.0740162398500936,0
0.846561575099744,0.423404263306276,9,84,70,5.7272727272727275,0.859,0.8978113852480905,0.340906089023907,8
1.45640263731636,0.708329646379191,7,84,53,1.5,0.838,0.9654604076051598,1.1680253623188408,0
-0.62764732431351,-0.125597133679325,5,26,19,0.8666666666666666,0.545,0.8839178929480836,1.5911930043722673,0
1.8297232567616,2.42869635471285,10,74,60,1.4415584415584415,0.899,0.884439799146726,0.9476951525558052,5
-0.921624696425702,-1.21361135478513,1,18,15,0.9,0.893,0.7347301732946664,1.1772799435526546,2
-0.0621059315581789,-0.380727453312108,12,39,31,0.78,0.601,0.8332979455207841,1.2841973766396,0
-0.0024657138419762,-0.04543859410258,5,51,35,2.4285714285714284,0.891,0.8980752557013053,1.237469806763285,0
0.205682506482641,0.380537638762288,9,56,39,2.666666666666667,0.929,0.930201491874391,1.04393115942029,0
-0.79954532814419,-0.333977337668508,2,25,21,1.7857142857142858,0.836,0.875063831243105,1.4494263285024156,1
-1.18487081813185,-0.872720031182113,4,22,15,3.0,0.74,0.7110014933345996,0.7162858274996698,1
0.205682506482641,0.380537638762288,7,45,29,0.9,0.633,0.8344179348857461,1.0231105559025608,3
-0.648556992552524,-0.54796000605118,2,22,18,1.5714285714285714,1.0,0.9453924118152162,1.267512077294686,4
-0.456955959104999,-0.0425161740436652,2,27,22,0.9,0.779,0.7836792751407814,1.00577763897564,1
-1.14493363003249,-0.834494799990917,6,20,17,0.6666666666666667,0.531,0.6937084000367207,1.486102435977514,2
-0.7343861443401,-1.20999799429212,11,58,47,4.142857142857143,0.933,0.9530475092105654,0.8467693236714977,1
-1.01297281430117,-0.66433982719293,1,24,19,1.7142857142857142,0.879,0.9144196772397506,1.3294082125603865,0
0.231871440554013,0.707286767793696,6,58,43,1.657142857142857,0.884,0.9612477577670068,1.107638888888889,1
1.71844212040033,0.242139078422652,14,102,70,2.4285714285714284,0.91,0.9795602385605292,1.1684782608695654,5
-0.0938138317174397,0.503832933489619,2,22,20,0.7333333333333333,0.606,0.8740696939585821,1.4227045596502184,1
2.22056771283714,1.75612953239332,14,114,69,1.6285714285714286,0.685,0.8562601854810015,0.9793878825733915,2
-1.26421406546489,-1.50507251840997,7,15,15,1.5,0.635,0.7528097214935353,0.9206745783885071,0
-0.981264914141905,-1.54890021399466,6,26,23,1.7727272727272727,0.755,0.7041309412419565,0.7296262052569015,0
-0.981264914141905,-1.54890021399466,10,19,18,1.9,0.546,0.8129597787564494,0.9366021236727045,1
2.17293236566335,0.239216658363737,27,162,112,1.3806818181818183,0.814,0.8739180810069813,1.0093778893144896,16
-0.472653417250568,-0.0052242590109083,5,31,27,1.55,0.885,0.8391457313842019,1.3086964191215382,3
1.28450463348567,0.499949442390008,8,74,49,1.2613636363636365,0.98,0.7864736309739275,1.1479329018623696,6
-1.09352270025638,-1.42199155877431,6,20,19,2.0,0.688,0.8393666183142059,0.9576826983135539,2
-0.340385845524802,-1.50603358945067,4,28,24,4.0,0.952,0.9255103777399823,0.7573973429951691,1
1.5357458846494,1.34068213360705,9,49,42,1.225,0.625,0.8313913823020477,1.018894440974391,2
-0.153454049433642,0.168544074280091,8,35,32,1.75,0.899,0.8485261488942365,1.0938437114129476,4
-0.408700872068646,-1.00654415998804,7,32,27,1.0666666666666667,0.798,0.8399659683033565,1.1589631480324796,3
0.376373871691152,0.463618598397948,11,64,48,1.8285714285714287,0.914,0.975736155599996,1.2190519323671498,4
-0.425248058945738,-0.927076560845392,8,36,32,2.5714285714285716,0.932,0.9511501029164984,0.9948671497584543,3
-0.39331016991752,0.627128228216951,2,29,23,2.0714285714285716,0.92,0.9366232991961876,1.0356280193236715,0
0.610711026087142,1.21634396029422,9,87,64,1.3181818181818181,0.936,0.8349685348472945,0.8359529784704796,3
0.985008295285594,0.62324473711734,10,56,35,1.4,0.771,0.8323944874323327,1.0348219862585881,1
0.452024531421046,-0.0483610141614947,6,54,42,1.9285714285714286,0.93,0.9444980394053044,0.9054951690821256,0
-0.536299206438047,-0.674868661271524,1,37,25,2.642857142857143,1.0,0.9148200651395374,1.237469806763285,2
-0.0024657138419762,-0.04543859410258,4,36,29,1.2,0.675,0.8436125735183719,1.0744846970643347,3
-1.54716321678788,-1.46124482282529,3,13,12,1.8571428571428572,1.0,0.819334469821953,1.191576086956522,0
0.531367778754094,0.583991473066364,6,43,30,1.4333333333333333,0.539,0.8214016565160239,1.0157713928794503,3
-0.248807738780381,0.383460058821202,3,30,22,0.75,0.855,0.7440328663569752,1.0612117426608367,2
-1.40817975173863,-0.4936034763879,2,23,15,0.7666666666666667,0.488,0.8067706743427691,1.2905996252342287,1
-1.06559038269944,-0.202142312763057,2,25,19,1.1904761904761905,0.779,0.9069167557708452,1.5383454106280194,2
1.75038000942855,1.79634386748499,5,67,45,1.675,0.662,0.8053016994574965,0.896939412866958,3
-0.382272237741744,-1.79549080344932,7,40,35,2.857142857142857,0.952,0.9621466715788105,1.015247584541063,4
0.691030923173402,-0.464769483988464,5,69,43,2.4642857142857144,0.916,0.9634427630878601,1.1562500000000002,2
0.0292421863172845,-0.929998980904307,12,43,32,1.075,0.598,0.7805256136117077,1.0215490318550906,1
-0.0938138317174397,0.503832933489619,3,21,18,0.7,1.0,0.8458696551870641,0.8735226671370613,2
1.5926757805134,-0.458124141009481,6,61,39,8.714285714285714,0.882,0.9306188698548943,-0.12635869565217392,1
-0.676259321240509,0.670955923801635,3,18,16,0.9,0.929,0.8410028189092315,1.439936496736638,1
-0.0938138317174397,0.503832933489619,5,28,24,1.4,0.83,0.8594105117674706,1.138472393720233,0
-0.782641231376452,-0.245970008347742,7,23,19,0.7666666666666667,0.587,0.767137764387766,1.1853529044347282,1
-0.731230301600346,-0.833466767131138,0,20,19,2.0,0.872,0.8806096889139511,0.693949550185218,0
0.889654605938855,0.838160721658451,7,75,62,1.530612244897959,0.824,0.9667372515249294,1.2308272946859904,3
-0.62764732431351,-0.125597133679325,3,27,19,1.840909090909091,0.81,0.8797788267874358,0.7139083344340246,3
2.08158424778789,0.788488185955936,14,159,91,1.548701298701299,0.84,0.8824461613623403,0.9784704794611017,12
0.31673365397495,0.12832973918842,6,56,39,1.9090909090909092,0.843,0.7939395254992517,0.9669792629771496,4
0.499659878594833,1.46855185986809,3,34,29,1.1333333333333333,0.866,0.8617058733889534,1.439936496736638,2
-0.381305299375105,-0.554495786603107,7,35,24,1.1931818181818181,0.966,0.8370691939654179,0.8507462686567164,2
-0.39331016991752,0.627128228216951,3,25,22,1.25,0.921,0.884383126502794,1.1026636091021345,0
1.19563684859346,0.744550927944196,14,78,53,1.56,0.599,0.7649241792702294,1.1061836352279824,5
0.050688599419699,0.260164764093871,5,24,22,0.8,0.533,0.6891314219006799,1.0785446595877575,0
-1.03388248254018,-1.08670269956478,1,24,22,1.7142857142857142,0.858,0.7707975183058541,0.9616545893719808,1
2.5075224356314,2.04665737985973,16,171,109,1.2954545454545454,0.843,0.8975570464385011,1.0080570598335754,7
-0.39331016991752,0.627128228216951,5,40,29,1.3636363636363638,0.893,0.8096528888761544,1.1184784044379872,3
-1.26421406546489,-1.50507251840997,5,13,10,1.3,0.641,0.7759239986825565,1.1004059962523423,2
